tool	ground_truth_percentile	TPR_annotated	TPR_unannotated	TPR_all	FDR_all	F1_all
Isosceles	21	0.9984126984126984	0.1928374655647383	0.7039274924471299	0.07417218543046358	0.799771167048055
Isosceles	24	0.9984051036682615	0.18528610354223432	0.6981891348088531	0.062162162162162166	0.8004613610149942
Isosceles	27	1.0	0.20165745856353592	0.7092555331991952	0.04341926729986431	0.8145580589254766
Isosceles	30	1.0	0.2571428571428571	0.7119838872104733	0.0380952380952381	0.8182870370370371
Isosceles	33	1.0	0.2874251497005988	0.7605633802816901	0.06551297898640297	0.8386023294509152
Isosceles	36	1.0	0.30659025787965616	0.756294058408862	0.049367088607594936	0.8424004486819966
Isosceles	39	1.0	0.30133333333333334	0.7364185110663984	0.0698856416772554	0.8220101066816395
Isosceles	42	1.0	0.3	0.7605633802816901	0.04182509505703422	0.8480089736399327
Isosceles	45	1.0	0.35435435435435436	0.783484390735146	0.044226044226044224	0.8610957387935805
Isosceles	48	1.0	0.3161290322580645	0.7867203219315896	0.045177045177045176	0.8626585769442913
Isosceles	51	1.0	0.3943217665615142	0.8066465256797583	0.06206088992974239	0.8673524634542501
Isosceles	54	1.0	0.37894736842105264	0.8219315895372233	0.046674445740956826	0.882766072393301
Isosceles	57	1.0	0.4199288256227758	0.8360160965794768	0.03372093023255814	0.8964401294498382
Isosceles	60	1.0	0.3745928338762215	0.8066465256797583	0.027912621359223302	0.8816730875068794
Isosceles	63	1.0	0.43462897526501765	0.8390342052313883	0.02570093457943925	0.9016216216216216
Isosceles	66	1.0	0.3886792452830189	0.8368580060422961	0.02120141342756184	0.9022801302931596
Isosceles	69	1.0	0.38202247191011235	0.8340040241448692	0.02699530516431925	0.8981581798483207
Isosceles	72	1.0	0.45374449339207046	0.8752515090543259	0.019165727170236752	0.9250398724082934
Isosceles	75	1.0	0.4403292181069959	0.8630412890231621	0.02502844141069397	0.9155982905982906
Isosceles	78	1.0	0.39622641509433965	0.8712273641851107	0.012542759407069556	0.9257081774452165
Isosceles	81	1.0	0.43388429752066116	0.8620342396777442	0.009259259259259259	0.9219170705438879
Isosceles	84	1.0	0.44642857142857145	0.8752515090543259	0.01805869074492099	0.925531914893617
Isosceles	87	1.0	0.5125628140703518	0.9024144869215291	0.006644518272425249	0.9457037427517132
Isosceles	90	1.0	0.46190476190476193	0.8862034239677744	0.006772009029345372	0.9366684406599255
Isosceles	93	1.0	0.4948453608247423	0.9014084507042254	0.007751937984496124	0.9446494464944649
Isosceles	99	1.0	0.4143646408839779	0.8933601609657947	0.003367003367003367	0.9421750663129973
Isosceles + StringTie2	0	0.8873873873873874	0.10365853658536585	0.6287726358148893	0.09156976744186046	0.7431629013079667
Isosceles + StringTie2	3	0.8827067669172932	0.0911854103343465	0.6207243460764588	0.09131075110456553	0.7375971309025703
Isosceles + StringTie2	6	0.8893805309734514	0.06984126984126984	0.6294058408862034	0.09024745269286755	0.7440476190476191
Isosceles + StringTie2	9	0.9510703363914373	0.17352941176470588	0.6851106639839034	0.09320905459387484	0.7805157593123209
Isosceles + StringTie2	12	0.9722222222222222	0.12716763005780346	0.6780684104627767	0.09286675639300135	0.7760506620610248
Isosceles + StringTie2	15	0.9806835066864784	0.1875	0.7250755287009063	0.13875598086124402	0.7873154729360307
Isosceles + StringTie2	18	0.9860031104199067	0.1794871794871795	0.7012072434607646	0.09948320413436693	0.7884615384615384
Isosceles + StringTie2	21	0.9857142857142858	0.20110192837465565	0.6988922457200403	0.07835325365205843	0.7949599083619702
Isosceles + StringTie2	24	0.9936204146730463	0.19618528610354224	0.6991951710261569	0.07947019867549669	0.7947398513436249
Isosceles + StringTie2	27	0.9889240506329114	0.24585635359116023	0.7183098591549296	0.07632600258732213	0.8081494057724957
Isosceles + StringTie2	30	0.9917763157894737	0.2961038961038961	0.7220543806646526	0.05408970976253298	0.8189605939463164
Isosceles + StringTie2	33	0.9787878787878788	0.3652694610778443	0.772635814889336	0.08788598574821853	0.8366013071895425
Isosceles + StringTie2	36	0.9829192546583851	0.3753581661891118	0.7693856998992951	0.06257668711656442	0.8451327433628318
Isosceles + StringTie2	39	0.9951534733441034	0.38133333333333336	0.7635814889336016	0.11228070175438597	0.8209843158464034
Isosceles + StringTie2	42	0.9954128440366973	0.39705882352941174	0.7907444668008048	0.07092198581560284	0.8543478260869565
Isosceles + StringTie2	45	0.9863636363636363	0.4954954954954955	0.8217522658610272	0.08004509582863585	0.8680851063829788
Isosceles + StringTie2	48	0.9926900584795322	0.4806451612903226	0.8329979879275654	0.0696629213483146	0.8789808917197452
Isosceles + StringTie2	51	0.9911242603550295	0.5993690851735016	0.8660624370594159	0.07427341227125941	0.894901144640999
Isosceles + StringTie2	54	0.998589562764457	0.5614035087719298	0.8732394366197183	0.08148148148148149	0.8953068592057761
Isosceles + StringTie2	57	0.9943899018232819	0.5836298932384342	0.8782696177062375	0.060279870828848225	0.9079563182527302
Isosceles + StringTie2	60	0.9941690962099126	0.6221498371335505	0.879154078549849	0.05211726384364821	0.9122257053291536
Isosceles + StringTie2	63	0.9943741209563994	0.6890459363957597	0.9074446680080482	0.043478260869565216	0.9313371192565824
Isosceles + StringTie2	66	0.9958791208791209	0.6188679245283019	0.8952668680765358	0.04202586206896552	0.9255596043727226
Isosceles + StringTie2	69	1.0	0.6404494382022472	0.903420523138833	0.05771248688352571	0.9224447868515665
Isosceles + StringTie2	72	0.9934810951760105	0.6960352422907489	0.9255533199195171	0.031578947368421054	0.9465020576131687
Isosceles + StringTie2	75	0.9946666666666667	0.6995884773662552	0.9224572004028198	0.039832285115303984	0.940934771443246
Isosceles + StringTie2	78	0.9961636828644501	0.7169811320754716	0.9366197183098591	0.022058823529411766	0.9568345323741008
Isosceles + StringTie2	81	0.9986684420772304	0.7066115702479339	0.9274924471299094	0.019169329073482427	0.953416149068323
Isosceles + StringTie2	84	0.9987012987012988	0.7455357142857143	0.9416498993963782	0.026014568158168574	0.957544757033248
Isosceles + StringTie2	87	0.9949685534591195	0.7939698492462312	0.954728370221328	0.015560165975103735	0.9693564862104188
Isosceles + StringTie2	90	0.9974457215836526	0.8	0.9556898288016112	0.016580310880829015	0.9693564862104188
Isosceles + StringTie2	93	0.99625	0.7680412371134021	0.9517102615694165	0.011494252873563218	0.9697590978985136
Isosceles + StringTie2	99	0.998769987699877	0.7845303867403315	0.959758551307847	0.01344364012409514	0.972972972972973
LIQA + StringTie2	0	0.4744744744744745	0.0	0.317907444668008	0.056716417910447764	0.47554552294958613
LIQA + StringTie2	3	0.5142857142857142	0.00303951367781155	0.34507042253521125	0.052486187845303865	0.5058997050147492
LIQA + StringTie2	6	0.4911504424778761	0.0031746031746031746	0.3363544813695871	0.05113636363636364	0.4966542750929368
LIQA + StringTie2	9	0.5458715596330275	0.0058823529411764705	0.3611670020120724	0.008287292817679558	0.5294985250737463
LIQA + StringTie2	12	0.5925925925925926	0.002890173410404624	0.3873239436619718	0.007731958762886598	0.557163531114327
LIQA + StringTie2	15	0.6359583952451708	0.00625	0.43303121852970794	0.009216589861751152	0.6026629292221444
LIQA + StringTie2	18	0.6329704510108864	0.002849002849002849	0.4104627766599598	0.0072992700729927005	0.5807829181494661
LIQA + StringTie2	21	0.6698412698412698	0.0027548209366391185	0.4259818731117825	0.007042253521126761	0.5961945031712473
LIQA + StringTie2	24	0.6762360446570973	0.010899182561307902	0.4305835010060362	0.011547344110854504	0.5998598458304134
LIQA + StringTie2	27	0.689873417721519	0.008287292817679558	0.4416498993963783	0.0022727272727272726	0.6122733612273361
LIQA + StringTie2	30	0.6611842105263158	0.012987012987012988	0.40986908358509566	0.009732360097323601	0.5797720797720798
LIQA + StringTie2	33	0.6515151515151515	0.020958083832335328	0.4396378269617706	0.013544018058690745	0.6082115518441197
LIQA + StringTie2	36	0.6956521739130435	0.02005730659025788	0.45820745216515607	0.013015184381778741	0.6258596973865199
LIQA + StringTie2	39	0.6558966074313409	0.04	0.42354124748490946	0.016355140186915886	0.5921237693389592
LIQA + StringTie2	42	0.6330275229357798	0.05	0.4336016096579477	0.009195402298850575	0.6032190342897131
